OBJECTID,WELL_UWI,WELL_NAME,WELL_NAME_,WELL_NAM_1,ASSET_AREA,SUB_PROD_A,WELL_NAM_2,Longitude,Latitude
7199,MINA01754D1,9D-69N,9D-69N,M1754,MINAS,SLS,MINA01754D1 9D-69N M1754,777344.273000,77137.342640
7200,MINA01755D1,7D-42N,7D-42N,M1755,MINAS,SLS,MINA01755D1 7D-42N M1755,771135.999400,82593.746140
7201,MINA01756D1,3D-93N,3D-93N,M1756,MINAS,SLS,MINA01756D1 3D-93N M1756,765996.934200,91769.125550
7202,MINA01757D1,9D-19N,9D-19N,M1757,MINAS,SLS,MINA01757D1 9D-19N M1757,776907.653400,78109.651560
7203,MINA01758D1,7D-31E,7D-31E,M1758,MINAS,SLS,MINA01758D1 7D-31E M1758,770995.479500,82983.825700
7204,MINA01759D1,4E-93N,4E-93N,M1759,MINAS,SLS,MINA01759D1 4E-93N M1759,770229.269800,88906.479090
7205,MINA01760D1,5D-13E,5D-13E,M1760,MINAS,SLS,MINA01760D1 5D-13E M1760,768764.481500,88773.789060
7206,MINA01761D1,5B-68N,5B-68N,M1761,MINAS,SLS,MINA01761D1 5B-68N M1761,765071.335600,87140.210630
7207,MINA01762D1,8D-59N15,8D-59N15,M1762,MINAS,SLS,MINA01762D1 8D-59N15 M1762,775356.455000,79852.619510
7208,MINA01763D1,5D-56E,5D-56E,M1763,MINAS,SLS,MINA01763D1 5D-56E M1763,769924.670300,87300.140860
7209,MINA01764D1,6C-29N1,6C-29N1,M1764,MINAS,SLS,MINA01764D1 6C-29N1 M1764,769090.971300,86227.041940
7210,MINA01765D1,5D-65N,5D-65N,M1765,MINAS,SLS,MINA01765D1 5D-65N M1765,769923.770300,87292.690890
7255,MINA00404V1,5C-39,5C-39,M0404,MINAS,SLS,MINA00404V1 5C-39 M0404,767532.152800,88105.765750
7256,MINA00405V1,"4D-69","4D-69",M0405,MINAS,SLS,MINA00405V1 4D-69 M0405,769553.600400,89776.364160
7257,MINA00406V1,"4D-77","4D-77",M0406,MINAS,SLS,MINA00406V1 4D-77 M0406,769126.921000,89613.994250
7258,MINA00407V1,"4D-74","4D-74",M0407,MINAS,SLS,MINA00407V1 4D-74 M0407,768060.342200,89529.244300
7259,MINA00408V1,"4D-92","4D-92",M0408,MINAS,SLS,MINA00408V1 4D-92 M0408,767003.113300,88945.524780
7260,MINA00409V1,5C-69,5C-69,M0409,MINAS,SLS,MINA00409V1 5C-69 M0409,768041.772400,87238.216670
7261,MINA00410V1,"5D-63","5D-63",M0410,MINAS,SLS,MINA00410V1 5D-63 M0410,769048.951200,87229.316670
7262,MINA00411V1,"5D-66","5D-66",M0411,MINAS,SLS,MINA00411V1 5D-66 M0411,770090.480000,87164.906850
7263,MINA00412V1,"5D-74","5D-74",M0412,MINAS,SLS,MINA00412V1 5D-74 M0412,769553.650700,86890.317150
7264,MINA00413V1,"5D-44","5D-44",M0413,MINAS,SLS,MINA00413V1 5D-44 M0413,769061.331200,87806.066120
7265,MINA00414V1,"5D-33","5D-33",M0414,MINAS,SLS,MINA00414V1 5D-33 M0414,768548.321700,88101.415770
7266,MINA00415V1,"5D-41","5D-41",M0415,MINAS,SLS,MINA00415V1 5D-41 M0415,768074.982300,87832.346070
7267,MINA00416V1,"4D-95","4D-95",M0416,MINAS,SLS,MINA00416V1 4D-95 M0416,768058.232100,89009.344840
7268,MINA00417V1,"5D-12","5D-12",M0417,MINAS,SLS,MINA00417V1 5D-12 M0417,768549.361600,88680.205150
7269,MINA00418V1,"4D-39","4D-39",M0418,MINAS,SLS,MINA00418V1 4D-39 M0418,769043.910900,90690.673120
7270,MINA00419V1,"4D-66","4D-66",M0419,MINAS,SLS,MINA00419V1 4D-66 M0419,768540.101600,89838.703970
7271,MINA00420V1,"4D-63","4D-63",M0420,MINAS,SLS,MINA00420V1 4D-63 M0420,767645.702600,89849.803910
7272,MINA00421V1,"4D-71","4D-71",M0421,MINAS,SLS,MINA00421V1 4D-71 M0421,767110.403100,89612.234070
7273,MINA00422V1,"8E-92","8E-92",M0422,MINAS,SLS,MINA00422V1 8E-92 M0422,776140.594200,78488.096390
7274,MINA00423V1,"8D-69","8D-69",M0423,MINAS,SLS,MINA00423V1 8D-69 M0423,775612.784700,79343.685430
7275,MINA00424V1,"8E-41","8E-41",M0424,MINAS,SLS,MINA00424V1 8E-41 M0424,775670.254700,79913.354830
7276,MINA00425V1,"8D-39","8D-39",M0425,MINAS,SLS,MINA00425V1 8D-39 M0425,775078.995300,80224.734410
7277,MINA00426V1,"7D-69","7D-69",M0426,MINAS,SLS,MINA00426V1 7D-69 M0426,774068.796200,81943.112600
7278,MINA00427V1,"2D-66","2D-66",M0427,MINAS,SLS,MINA00427V1 2D-66 M0427,765500.474400,95018.998410
7279,MINA00428V1,"3D-12","3D-12",M0428,MINAS,SLS,MINA00428V1 3D-12 M0428,765538.804400,93844.379540
7280,MINA00429V1,"2D-98","2D-98",M0429,MINAS,SLS,MINA00429V1 2D-98 M0429,766009.903900,94198.969280
7281,MINA00430V1,"2D-77","2D-77",M0430,MINAS,SLS,MINA00430V1 2D-77 M0430,766036.183900,94748.588640
7282,MINA00431V1,"3D-15","3D-15",M0431,MINAS,SLS,MINA00431V1 3D-15 M0431,766414.073500,93813.769740
7283,MINA00432V1,"3D-36","3D-36",M0432,MINAS,SLS,MINA00432V1 3D-36 M0432,766514.143500,93255.580280
7284,MINA00433V1,"3E-41","3E-41",M0433,MINAS,SLS,MINA00433V1 3E-41 M0433,767971.841900,92936.950750
7285,MINA00434V1,"3E-71","3E-71",M0434,MINAS,SLS,MINA00434V1 3E-71 M0434,768512.041400,92089.831730
7286,MINA00435V1,"3D-69","3D-69",M0435,MINAS,SLS,MINA00435V1 3D-69 M0435,768030.031900,92388.811320
7287,MINA00436V1,"3E-63","3E-63",M0436,MINAS,SLS,MINA00436V1 3E-63 M0436,768989.680800,92405.161350
7288,MINA00437V1,5B-69,5B-69,M0437,MINAS,SLS,MINA00437V1 5B-69 M0437,764990.265700,87152.966450
7289,MINA00438V1,5C-91,5C-91,M0438,MINAS,SLS,MINA00438V1 5C-91 M0438,765141.985600,86307.457380
7290,MINA00439V1,5B-98,5B-98,M0439,MINAS,SLS,MINA00439V1 5B-98 M0439,764496.876300,86310.957350
7291,MINA00440V1,6B-36,6B-36,M0440,MINAS,SLS,MINA00440V1 6B-36 M0440,765013.155800,85481.938150
7292,MINA00441V1,6B-15,6B-15,M0441,MINAS,SLS,MINA00441V1 6B-15 M0441,764994.885700,86040.437630
7293,MINA00442V1,"5E-77","5E-77",M0442,MINAS,SLS,MINA00442V1 5E-77 M0442,773564.386300,86951.927420
7294,MINA00443V1,"3D-33","3D-33",M0443,MINAS,SLS,MINA00443V1 3D-33 M0443,765639.494400,93337.690060
7295,MINA00444V1,"3D-63","3D-63",M0444,MINAS,SLS,MINA00444V1 3D-63 M0444,765997.244100,92429.781080
7296,MINA00445V1,"3D-95","3D-95",M0445,MINAS,SLS,MINA00445V1 3D-95 M0445,766543.203500,91585.232040
7297,MINA00446V1,"3D-66","3D-66",M0446,MINAS,SLS,MINA00446V1 3D-66 M0446,767049.893000,92410.121160
7298,MINA00447V1,"3D-77","3D-77",M0447,MINAS,SLS,MINA00447V1 3D-77 M0447,767463.772600,92128.531500
7393,KOTA00150V1,S2-E2-27,KOTABATAK-0150,KB150,KOPET,SLS,KOTA00150V1 S2-E2-27 KB150,739208.835400,72440.679770
7394,KOTA00151V1,S3-E3-38,KOTABATAK-0151,KB151,KOPET,SLS,KOTA00151V1 S3-E3-38 KB151,741466.353100,70144.612360
7395,KOTA00152V1,S2-E3-63,KOTABATAK-0152,KB152,KOPET,SLS,KOTA00152V1 S2-E3-63 KB152,740167.124300,71569.050740
7396,KOTA00153V1,N1-W2-18,KOTABATAK-0153,KB153,KOPET,SLS,KOTA00153V1 N1-W2-18 KB153,731600.883400,78693.242570
7397,KOTA00154V1,S2-E2-35,KOTABATAK-0154,KB154,KOPET,SLS,KOTA00154V1 S2-E2-35 KB154,738736.085900,72119.639970
7398,KOTA00155V1,S3-E5-73,KOTABATAK-0155,KB155,KOPET,SLS,KOTA00155V1 S3-E5-73 KB155,744195.890100,69208.483420
7399,KOTA00156V1,S3-E4-45,KOTABATAK-0156,KB156,KOPET,SLS,KOTA00156V1 S3-E4-45 KB156,742743.831600,69871.342740
7400,KOTA00157V1,S3-E4-61,KOTABATAK-0157,KB157,KOPET,SLS,KOTA00157V1 S3-E4-61 KB157,741796.692700,69514.813020
7401,KOTA00158V1,S2-E3-75,KOTABATAK-0158,KB158,KOPET,SLS,KOTA00158V1 S2-E3-75 KB158,740816.763700,71308.630980
7402,KOTA00159V1,S3-E3-55,KOTABATAK-0159,KB159,KOPET,SLS,KOTA00159V1 S3-E3-55 KB159,740631.864100,69743.202690
7403,KOTA00160V1,S3-E3-47,KOTABATAK-0160,KB160,KOPET,SLS,KOTA00160V1 S3-E3-47 KB160,741091.643500,69893.132540
7404,KOTA00161V1,S2-E3-21,KOTABATAK-0161,KB161,KOPET,SLS,KOTA00161V1 S2-E3-21 KB161,739763.234800,72373.089870
7405,KOTA00162V1,S2-E3-44,KOTABATAK-0162,KB162,KOPET,SLS,KOTA00162V1 S2-E3-44 KB162,740361.024100,71865.760440
7406,KOTA00163V1,S2-E3-84,KOTABATAK-0163,KB163,KOPET,SLS,KOTA00163V1 S2-E3-84 KB163,740391.414200,70972.881310
7407,KOTA00164V1,S3-E3-27,KOTABATAK-0164,KB164,KOPET,SLS,KOTA00164V1 S3-E3-27 KB164,741109.953500,70575.411850
7408,KOTA00165V1,S3-E4-31,KOTABATAK-0165,KB165,KOPET,SLS,KOTA00165V1 S3-E4-31 KB165,741801.262700,70294.072180
7409,KOTA00166V1,S3-E4-53,KOTABATAK-0166,KB166,KOPET,SLS,KOTA00166V1 S3-E4-53 KB166,742105.635400,69759.349730
7410,KOTA00167V1,S2-E3-56,KOTABATAK-0167,KB167,KOPET,SLS,KOTA00167V1 S2-E3-56 KB167,740900.053600,71592.660750
7411,KOTA00168V1,O-W2-16,KOTABATAK-0168,KB168,KOPET,SLS,KOTA00168V1 O-W2-16 KB168,730998.264300,76811.244510
7412,KOTA00169V1,O-W2-58,KOTABATAK-0169,KB169,KOPET,SLS,KOTA00169V1 O-W2-58 KB169,731529.423700,75739.145650
7413,KOTA00170V1,O-E1-54,KOTABATAK-0170,KB170,KOPET,SLS,KOTA00170V1 O-E1-54 KB170,736572.088000,75716.526030
7414,KOTA00171V1,O-E1-84,KOTABATAK-0171,KB171,KOPET,SLS,KOTA00171V1 O-E1-84 KB171,736572.014100,75066.104740
7415,KOTA00172V1,S2-E3-61,KOTABATAK-0172,KB172,KOPET,SLS,KOTA00172V1 S2-E3-61 KB172,739797.255800,71379.145900
7416,KOTA00173V1,S1-E1-S4,KOTABATAK-0173,KB173,KOPET,SLS,KOTA00173V1 S1-E1-S4 KB173,736577.908200,74379.462430
7417,KOTA00174H1,O-E1-84A,KOTABATAK-0174,KB174,KOPET,SLS,KOTA00174H1 O-E1-84A KB174,736584.528100,75073.646750
7418,KOTA00175V1,S1-E2-84,KOTABATAK-0175,KB175,KOPET,SLS,KOTA00175V1 S1-E2-84 KB175,738468.626200,72973.749070
7419,KOTA00176V1,N1-W2-83A,KOTABATAK-0176,KB176,KOPET,SLS,KOTA00176V1 N1-W2-83A KB176,730220.535100,77116.644170
7420,KOTA00177V1,O-W1-56,KOTABATAK-0177,KB177,KOPET,SLS,KOTA00177V1 O-W1-56 KB177,732997.368100,75740.807840
7421,KOTA00178V1,S1-O-13,KOTABATAK-0178,KB178,KOPET,SLS,KOTA00178V1 S1-O-13 KB178,734214.805700,74702.577030
7422,KOTA00179V1,O-W1-77A,KOTABATAK-0179,KB179,KOPET,SLS,KOTA00179V1 O-W1-77A KB179,733158.085000,75256.504270
7423,KOTA00180V1,N1-W1-31,KOTABATAK-0180,KB180,KOPET,SLS,KOTA00180V1 N1-W1-31 KB180,731720.643300,78247.003080
7424,KOTA00181V1,S3-E3-14,KOTABATAK-0181,KB181,KOPET,SLS,KOTA00181V1 S3-E3-14 KB181,740612.317900,70612.479800
7425,KOTA00182V1,S2-E2-88,KOTABATAK-0182,KB182,KOPET,SLS,KOTA00182V1 S2-E2-88 KB182,739510.813200,71092.973140
7426,KOTA00183V1,S2-E2-66,KOTABATAK-0183,KB183,KOPET,SLS,KOTA00183V1 S2-E2-66 KB183,738878.287800,71553.301670
7427,KOTA00184V1,S2-E2-74,KOTABATAK-0184,KB184,KOPET,SLS,KOTA00184V1 S2-E2-74 KB184,738440.905400,71339.314800
7428,KOTA00185V1,S1-E2-86,KOTABATAK-0185,KB185,KOPET,SLS,KOTA00185V1 S1-E2-86 KB185,738960.874600,72932.345250
7429,KOTA00186V1,S2-E3-74,KOTABATAK-0186,KB186,KOPET,SLS,KOTA00186V1 S2-E3-74 KB186,740427.856100,71308.758950
7430,KOTA00187D1,S1-E2-77,KOTABATAK-0187,KB187,KOPET,SLS,KOTA00187D1 S1-E2-77 KB187,738964.127600,72942.766230
7431,KOTA00188V1,S1-E1-87,KOTABATAK-0188,KB188,KOPET,SLS,KOTA00188V1 S1-E1-87 KB188,737243.420500,73080.790910
7571,KOTA00189D1,S2-E2-47,KOTABATAK-0189,KB189,KOPET,SLS,KOTA00189D1 S2-E2-47 KB189,739220.459300,72458.373710
7572,KOTA00190D1,S2-E2-16,KOTABATAK-0190,KB190,KOPET,SLS,KOTA00190D1 S2-E2-16 KB190,739218.484400,72466.193730
7573,KOTA00191V1,S1-E1-48,KOTABATAK-0191,KB191,KOPET,SLS,KOTA00191V1 S1-E1-48 KB191,737523.938100,73912.510070
7574,KOTA00192D1,O-O-84,KOTABATAK-0192,KB192,KOPET,SLS,KOTA00192D1 O-O-84 KB192,734741.511200,74522.117240
7575,KOTA00193D1,S2-E3-51,KOTABATAK-0193,KB193,KOPET,SLS,KOTA00193D1 S2-E3-51 KB193,739810.883900,71367.378870
7576,KOTA00194D1,O-O-87,KOTABATAK-0194,KB194,KOPET,SLS,KOTA00194D1 O-O-87 KB194,734741.505200,74514.304260
7577,KOTA00195D1,S2-E3-72,KOTABATAK-0195,KB195,KOPET,SLS,KOTA00195D1 S2-E3-72 KB195,739818.818800,71366.391860
7578,KOTA00196V1,S2-E1-12,KOTABATAK-0196,KB196,KOPET,SLS,KOTA00196V1 S2-E1-12 KB196,735840.144100,72739.234200
7579,KOTA00197D1,S1-O-24,KOTABATAK-0197,KB197,KOPET,SLS,KOTA00197D1 S1-O-24 KB197,734741.584200,74506.353160
7580,KOTA00198D1,S2-E2-84,KOTABATAK-0198,KB198,KOPET,SLS,KOTA00198D1 S2-E2-84 KB198,738728.836100,70920.799320
7581,KOTA00199V1,S1-E1-61,KOTABATAK-0199,KB199,KOPET,SLS,KOTA00199V1 S1-E1-61 KB199,735705.727200,73572.797290
7582,KOTA00200D1,S2-E2-77,KOTABATAK-0200,KB200,KOPET,SLS,KOTA00200D1 S2-E2-77 KB200,738736.742000,70920.786270
7583,KOTA00201V1,S2-E1-26,KOTABATAK-0201,KB201,KOPET,SLS,KOTA00201V1 S2-E1-26 KB201,736840.873000,72486.471550
7584,KOTA00202V1,S1-O-45,KOTABATAK-0202,KB202,KOPET,SLS,KOTA00202V1 S1-O-45 KB202,734780.524200,74094.758620
7585,KOTA00203D1,S1-E1-55,KOTABATAK-0203,KB203,KOPET,SLS,KOTA00203D1 S1-E1-55 KB203,737003.382800,73826.237100
7586,KOTA00204D1,S1-E1-68,KOTABATAK-0204,KB204,KOPET,SLS,KOTA00204D1 S1-E1-68 KB204,737003.344800,73836.407070
7587,KOTA00205V1,S1-W1-48,KOTABATAK-0205,KB205,KOPET,SLS,KOTA00205V1 S1-W1-48 KB205,733502.144600,74086.810630
7588,KOTA00206D1,S1-O-37,KOTABATAK-0206,KB206,KOPET,SLS,KOTA00206D1 S1-O-37 KB206,734741.638200,74498.188180
7589,KOTA00207D1,S1-E1-83,KOTABATAK-0207,KB207,KOPET,SLS,KOTA00207D1 S1-E1-83 KB207,735631.654300,73300.697620
7590,KOTA00208V1,O-W1-85,KOTABATAK-0208,KB208,KOPET,SLS,KOTA00208V1 O-W1-85 KB208,732759.001400,74886.414670
7591,KOTA00209D1,S1-O-88,KOTABATAK-0209,KB209,KOPET,SLS,KOTA00209D1 S1-O-88 KB209,735623.400400,73299.307540
7592,KOTA00210D1,S1-W1-17,KOTABATAK-0210,KB210,KOPET,SLS,KOTA00210D1 S1-W1-17 KB210,733712.377400,74510.013110
7593,KOTA00211D1,S2-E1-33,KOTABATAK-0211,KB211,KOPET,SLS,KOTA00211D1 S2-E1-33 KB211,736469.258400,72732.072270
7594,KOTA00212D1,S1-O-42,KOTABATAK-0212,KB212,KOPET,SLS,KOTA00212D1 S1-O-42 KB212,733721.164300,74510.479160
7595,KOTA00213D1,S1-E1-85,KOTABATAK-0213,KB213,KOPET,SLS,KOTA00213D1 S1-E1-85 KB213,736462.406500,72736.261190
7596,KOTA00214D1,O-O-81,KOTABATAK-0214,KB214,KOPET,SLS,KOTA00214D1 O-O-81 KB214,733728.360400,74510.701110
7597,KOTA00215D1,S1-O-55,KOTABATAK-0215,KB215,KOPET,SLS,KOTA00215D1 S1-O-55 KB215,734976.270100,73268.536580
7598,KOTA00216D1,S1-E1-21,KOTABATAK-0216,KB216,KOPET,SLS,KOTA00216D1 S1-E1-21 KB216,736211.361600,74658.052180
7599,KOTA00217D1,S2-E1-38,KOTABATAK-0217,KB217,KOPET,SLS,KOTA00217D1 S2-E1-38 KB217,737825.215000,72421.753610
7600,KOTA00218D1,S2-E2-33,KOTABATAK-0218,KB218,KOPET,SLS,KOTA00218D1 S2-E2-33 KB218,737832.750900,72424.585610
7601,KOTA00219D1,S2-E2-13,KOTABATAK-0219,KB219,KOPET,SLS,KOTA00219D1 S2-E2-13 KB219,737840.358000,72427.424650
7602,KOTA00220V1,O-O-56B,KOTABATAK-0220,KB220,KOPET,SLS,KOTA00220V1 O-O-56B KB220,734993.469900,75755.195940
7603,KOTA00221V1,N1-W2-37A,KOTABATAK-0221,KB221,KOPET,SLS,KOTA00221V1 N1-W2-37A KB221,731284.043800,78309.722970
7604,KOTA00222D1,N1-W2-47,KOTABATAK-0222,KB222,KOPET,SLS,KOTA00222D1 N1-W2-47 KB222,731720.463300,78259.043000
7605,KOTA00223V1,N1-W1-52A,KOTABATAK-0223,KB223,KOPET,SLS,KOTA00223V1 N1-W1-52A KB223,732180.532800,77876.623500
7606,KOTA00224D1,N1-W1-33,KOTABATAK-0224,KB224,KOPET,SLS,KOTA00224D1 N1-W1-33 KB224,731729.833300,78263.863090
7607,KOTA00225V1,N1-W2-32,KOTABATAK-0225,KB225,KOPET,SLS,KOTA00225V1 N1-W2-32 KB225,729960.535300,78233.642960
7608,KOTA00226V1,N2-W2-87,KOTABATAK-0226,KB226,KOPET,SLS,KOTA00226V1 N2-W2-87 KB226,731300.633700,79093.552110
7609,KOTA00227D1,O-O-23,KOTABATAK-0227,KB227,KOPET,SLS,KOTA00227D1 O-O-23 KB227,734449.420400,75973.885710
7746,KOTA00228D1,S3-E3-21,KOTABATAK-0228,KB228,KOPET,SLS,KOTA00228D1 S3-E3-21 KB228,740237.144400,70442.301920
7747,KOTA00229D1,O-O-53,KOTABATAK-0229,KB229,KOPET,SLS,KOTA00229D1 O-O-53 KB229,734446.240400,75966.545680
7748,KOTA00230D1,O-W1-58,KOTABATAK-0230,KB230,KOPET,SLS,KOTA00230D1 O-W1-58 KB230,733235.241800,76167.435350
7749,KOTA00231D1,S3-E3-33,KOTABATAK-0231,KB231,KOPET,SLS,KOTA00231D1 S3-E3-33 KB231,740246.864400,70436.541930
7750,KOTA00232D1,O-W1-18,KOTABATAK-0232,KB232,KOPET,SLS,KOTA00232D1 O-W1-18 KB232,733244.761800,76170.355410
7751,KOTA00233D1,N1-W2-67,KOTABATAK-0233,KB233,KOPET,SLS,KOTA00233D1 N1-W2-67 KB233,730944.374300,77179.394100
7752,KOTA00234V1,S2-E3-23,KOTABATAK-0234,KB234,KOPET,SLS,KOTA00234V1 S2-E3-23 KB234,740256.514400,70433.651950
7753,KOTA00235D1,N1-W2-85A,KOTABATAK-0235,KB235,KOPET,SLS,KOTA00235D1 N1-W2-85A KB235,730941.224300,77172.044100
7754,KOTA00236D1,N1-W1-61,KOTABATAK-0236,KB236,KOPET,SLS,KOTA00236D1 N1-W1-61 KB236,731265.624000,77133.774210
7755,KOTA00237V1,S3-E4-67,KOTABATAK-0237,KB237,KOPET,SLS,KOTA00237V1 S3-E4-67 KB237,743293.141100,69398.973260
7756,KOTA00238D1,O-W2-18,KOTABATAK-0238,KB238,KOPET,SLS,KOTA00238D1 O-W2-18 KB238,731253.544000,77133.764230
7757,KOTA00239V1,O-W2-66,KOTABATAK-0239,KB239,KOPET,SLS,KOTA00239V1 O-W2-66 KB239,730831.524500,75441.615950
7758,KOTA00240D1,S3-E4-56,KOTABATAK-0240,KB240,KOPET,SLS,KOTA00240D1 S3-E4-56 KB240,743288.541100,69392.433230
7759,KOTA00241V1,O-W2-67,KOTABATAK-0241,KB241,KOPET,SLS,KOTA00241V1 O-W2-67 KB241,731228.224100,75560.475880
7760,KOTA00242D1,S3-E4-78,KOTABATAK-0242,KB242,KOPET,SLS,KOTA00242D1 S3-E4-78 KB242,743283.941100,69385.893210
7761,KOTA00243D1,O-W2-26,KOTABATAK-0243,KB243,KOPET,SLS,KOTA00243D1 O-W2-26 KB243,731187.154100,76478.304860
7762,KOTA00244D1,S3-E4-76,KOTABATAK-0244,KB244,KOPET,SLS,KOTA00244D1 S3-E4-76 KB244,743279.341100,69379.353180
7763,KOTA00245D1,O-W2-38,KOTABATAK-0245,KB245,KOPET,SLS,KOTA00245D1 O-W2-38 KB245,731194.114100,76487.114840
7764,KOTA00246V1,S3-E5-71,KOTABATAK-0246,KB246,KOPET,SLS,KOTA00246V1 S3-E5-71 KB246,743756.520600,69250.653450
7765,KOTA00247D1,N1-W2-35,KOTABATAK-0247,KB247,KOPET,SLS,KOTA00247D1 N1-W2-35 KB247,730383.534800,77852.053400
7766,KOTA00248V1,S4-E4-15,KOTABATAK-0248,KB248,KOPET,SLS,KOTA00248V1 S4-E4-15 KB248,742686.521800,68630.653940
7767,KOTA00249D1,N1-W2-63,KOTABATAK-0249,KB249,KOPET,SLS,KOTA00249D1 N1-W2-63 KB249,730375.664800,77851.233310
7768,KOTA00250V1,S3-E4-73,KOTABATAK-0250,KB250,KOPET,SLS,KOTA00250V1 S3-E4-73 KB250,742172.212300,69181.163370
7769,KOTA00251D1,N1-W1-76,KOTABATAK-0251,KB251,KOPET,SLS,KOTA00251D1 N1-W1-76 KB251,732776.182200,77013.314430
7770,KOTA00252V1,S3-E3-66,KOTABATAK-0252,KB252,KOPET,SLS,KOTA00252V1 S3-E3-66 KB252,741096.523500,69570.652900
7771,KOTA00253D1,N1-W1-75,KOTABATAK-0253,KB253,KOPET,SLS,KOTA00253D1 N1-W1-75 KB253,732776.632200,77002.034440
7772,KOTA00254D1,O-W1-14,KOTABATAK-0254,KB254,KOPET,SLS,KOTA00254D1 O-W1-14 KB254,732777.092200,76990.734490
7773,KOTA00255D1,O-W1-26,KOTABATAK-0255,KB255,KOPET,SLS,KOTA00255D1 O-W1-26 KB255,732777.542200,76979.424420
7774,KOTA00256D1,S3-E4-74,KOTABATAK-0256,KB256,KOPET,SLS,KOTA00256D1 S3-E4-74 KB256,742178.522400,69170.653430
7775,KOTA00257D1,S3-E4-54,KOTABATAK-0257,KB257,KOPET,SLS,KOTA00257D1 S3-E4-54 KB257,742120.742400,69775.192780
7776,KOTA00258D1,S3-E4-84,KOTABATAK-0258,KB258,KOPET,SLS,KOTA00258D1 S3-E4-84 KB258,742180.832400,69160.243330
7777,KOTA00259D1,S3-E4-63,KOTABATAK-0259,KB259,KOPET,SLS,KOTA00259D1 S3-E4-63 KB259,742110.032400,69771.642710
7778,KOTA00260V1,S4-E4-17,KOTABATAK-0260,KB260,KOPET,SLS,KOTA00260V1 S4-E4-17 KB260,743116.521400,68630.653970
7779,KOTA00261V1,N1-O-32,KOTABATAK-0261,KB261,KOPET,SLS,KOTA00261V1 N1-O-32 KB261,733889.530800,78189.643310
7780,KOTA00262D1,S3-E4-86A,KOTABATAK-0262,KB262,KOPET,SLS,KOTA00262D1 S3-E4-86A KB262,743163.421200,69026.843610
7781,KOTA00263V1,N1-W1-15,KOTABATAK-0263,KB263,KOPET,SLS,KOTA00263V1 N1-W1-15 KB263,732858.251900,78737.892600
7782,KOTA00264V1,N1-O-87,KOTABATAK-0264,KB264,KOPET,SLS,KOTA00264V1 N1-O-87 KB264,735289.469500,77104.674520
7783,KOTA00265V1,N2-W2-83,KOTABATAK-0265,KB265,KOPET,SLS,KOTA00265V1 N2-W2-83 KB265,730139.505000,79039.552080
7784,KOTA00266V1,N2-W2-42,KOTABATAK-0266,KB266,KOPET,SLS,KOTA00266V1 N2-W2-42 KB266,729909.475200,79979.611040
7922,KOTA00267D1,N2-W2-56A,KOTABATAK-0267,KB267,KOPET,SLS,KOTA00267D1 N2-W2-56A KB267,730982.964000,79599.501600
7923,KOTA00268D1,O-E1-13A,KOTABATAK-0268,KB268,KOPET,SLS,KOTA00268D1 O-E1-13A KB268,736228.608400,76788.124930
7924,KOTA00269V1,O-W2-32,KOTABATAK-0269,KB269,KOPET,SLS,KOTA00269V1 O-W2-32 KB269,729936.535500,76329.644970
7925,KOTA00270V1,O-W1-42,KOTABATAK-0270,KB270,KOPET,SLS,KOTA00270V1 O-W1-42 KB270,732081.273100,76058.655350
7926,KOTA00271D1,S1-E2-73,KOTABATAK-0271,KB271,KOPET,SLS,KOTA00271D1 S1-E2-73 KB271,738432.876200,72996.999090
7927,KOTA00272V1,S1-W1-23,KOTABATAK-0272,KB272,KOPET,SLS,KOTA00272V1 S1-W1-23 KB272,732115.663100,74575.496950
7928,KOTA00273D1,O-O-52,KOTABATAK-0273,KB273,KOPET,SLS,KOTA00273D1 O-O-52 KB273,733991.491000,75184.816470
7929,KOTA00274D1,S2-E3-22,KOTABATAK-0274,KB274,KOPET,SLS,KOTA00274D1 S2-E3-22 KB274,739788.264800,72408.309800
7930,KOTA00275D1,S3-E3-28,KOTABATAK-0275,KB275,KOPET,SLS,KOTA00275D1 S3-E3-28 KB275,741515.192900,70971.321450
7931,KOTA00276D1,N1-O-74,KOTABATAK-0276,KB276,KOPET,SLS,KOTA00276D1 N1-O-74 KB276,734725.020000,77609.433970
7932,KOTA00277D1,N1-O-45,KOTABATAK-0277,KB277,KOPET,SLS,KOTA00277D1 N1-O-45 KB277,734692.550000,77691.663900
7933,KOTA00278D1,N1-W1-28,KOTABATAK-0278,KB278,KOPET,SLS,KOTA00278D1 N1-W1-28 KB278,733879.410900,78238.443250
7934,KOTA00279V1,N2-W2-67,KOTABATAK-0279,KB279,KOPET,SLS,KOTA00279V1 N2-W2-67 KB279,731271.523700,79404.611860
7935,KOTA00280H1,N1-W1-38A,KOTABATAK-0280,KB280,KOPET,SLS,KOTA00280H1 N1-W1-38A KB280,732706.412200,77669.793690
7936,KOTA00281H1,N1-O-61,KOTABATAK-0281,KB281,KOPET,SLS,KOTA00281H1 N1-O-61 KB281,733363.621600,76885.594550
7937,KOTA00282D1,N1-O-54,KOTABATAK-0282,KB282,KOPET,SLS,KOTA00282D1 N1-O-54 KB282,734689.030000,77582.443920
7938,KOTA00283D1,S1-E2-75,KOTABATAK-0283,KB283,KOPET,SLS,KOTA00283D1 S1-E2-75 KB283,738971.075700,72990.759140
7939,KOTA00284D1,S1-E2-53,KOTABATAK-0284,KB284,KOPET,SLS,KOTA00284D1 S1-E2-53 KB284,738511.116100,73425.508700
